comp,power,level,tier,shape,limit,fights,winRate,timeoutRate,wipeRate,avgMarginWin,avgDurationWin,avgDowned,avgHpLostPct,tankTargetPct,expRewardMult
duo-tank-heal,full-build,10,4,pack,180,200,0.995,0.000,0.005,0.989,127.2,0.01,0.016,0.999,1.546
duo-tank-heal,full-build,10,4,pack,300,200,0.990,0.000,0.010,0.990,125.7,0.02,0.020,0.998,1.539
duo-tank-heal,full-build,10,4,boss,180,200,0.000,0.960,0.040,—,—,0.10,0.415,1.000,0.000
duo-tank-heal,full-build,10,4,boss,300,200,0.955,0.005,0.040,0.944,252.3,0.08,0.095,1.000,1.462
duo-tank-heal,full-build,10,5,solo,180,200,1.000,0.000,0.000,0.957,78.4,0.00,0.043,1.000,1.537
duo-tank-heal,full-build,10,5,solo,300,200,1.000,0.000,0.000,0.947,79.1,0.00,0.053,1.000,1.532
duo-tank-heal,full-build,10,5,pack,180,200,0.000,0.000,1.000,—,—,2.00,1.000,0.665,0.000
duo-tank-heal,full-build,10,5,pack,300,200,0.000,0.000,1.000,—,—,2.00,1.000,0.658,0.000
duo-tank-heal,full-build,10,5,boss,180,200,0.000,0.000,1.000,—,—,2.00,1.000,0.685,0.000
duo-tank-heal,full-build,10,5,boss,300,200,0.000,0.000,1.000,—,—,2.00,1.000,0.696,0.000
duo-tank-heal,full-build,10,6,solo,180,200,0.075,0.280,0.645,0.860,170.8,1.29,0.762,0.948,0.112
duo-tank-heal,full-build,10,6,solo,300,200,0.360,0.000,0.640,0.904,201.7,1.28,0.675,0.953,0.544
duo-tank-heal,full-build,10,6,pack,180,200,0.000,0.000,1.000,—,—,2.00,1.000,0.634,0.000
duo-tank-heal,full-build,10,6,pack,300,200,0.000,0.000,1.000,—,—,2.00,1.000,0.635,0.000
duo-tank-heal,full-build,10,6,boss,180,200,0.000,0.000,1.000,—,—,2.00,1.000,0.699,0.000
duo-tank-heal,full-build,10,6,boss,300,200,0.000,0.000,1.000,—,—,2.00,1.000,0.702,0.000
duo-tank-heal,full-build,10,7,solo,180,200,0.000,0.000,1.000,—,—,2.00,1.000,0.706,0.000
duo-tank-heal,full-build,10,7,solo,300,200,0.000,0.000,1.000,—,—,2.00,1.000,0.703,0.000
duo-tank-heal,full-build,10,7,pack,180,200,0.000,0.000,1.000,—,—,2.00,1.000,0.691,0.000
duo-tank-heal,full-build,10,7,pack,300,200,0.000,0.000,1.000,—,—,2.00,1.000,0.686,0.000
duo-tank-heal,full-build,10,7,boss,180,200,0.000,0.000,1.000,—,—,2.00,1.000,0.524,0.000
duo-tank-heal,full-build,10,7,boss,300,200,0.000,0.000,1.000,—,—,2.00,1.000,0.532,0.000
duo-tank-heal,full-build,10,8,solo,180,200,0.000,0.000,1.000,—,—,2.00,1.000,0.561,0.000
duo-tank-heal,full-build,10,8,solo,300,200,0.000,0.000,1.000,—,—,2.00,1.000,0.553,0.000
duo-tank-heal,full-build,10,8,pack,180,200,0.000,0.000,1.000,—,—,2.00,1.000,0.563,0.000
duo-tank-heal,full-build,10,8,pack,300,200,0.000,0.000,1.000,—,—,2.00,1.000,0.572,0.000
duo-tank-heal,full-build,10,8,boss,180,200,0.000,0.000,1.000,—,—,2.00,1.000,0.591,0.000
duo-tank-heal,full-build,10,8,boss,300,200,0.000,0.000,1.000,—,—,2.00,1.000,0.609,0.000
duo-tank-heal,full-build,20,1,solo,180,200,1.000,0.000,0.000,1.000,0.0,0.00,0.000,—,1.620
duo-tank-heal,full-build,20,1,solo,300,200,1.000,0.000,0.000,1.000,0.0,0.00,0.000,—,1.620
duo-tank-heal,full-build,20,1,pack,180,200,1.000,0.000,0.000,0.990,3.9,0.00,0.010,1.000,1.615
duo-tank-heal,full-build,20,1,pack,300,200,1.000,0.000,0.000,0.990,3.9,0.00,0.010,1.000,1.615
duo-tank-heal,full-build,20,1,boss,180,200,1.000,0.000,0.000,0.981,10.5,0.00,0.019,1.000,1.610
duo-tank-heal,full-build,20,1,boss,300,200,1.000,0.000,0.000,0.981,10.5,0.00,0.019,1.000,1.609
duo-tank-heal,full-build,20,2,solo,180,200,1.000,0.000,0.000,1.000,0.0,0.00,0.000,—,1.620
duo-tank-heal,full-build,20,2,solo,300,200,1.000,0.000,0.000,1.000,0.0,0.00,0.000,—,1.620
duo-tank-heal,full-build,20,2,pack,180,200,1.000,0.000,0.000,0.957,11.1,0.00,0.043,1.000,1.597
duo-tank-heal,full-build,20,2,pack,300,200,1.000,0.000,0.000,0.957,11.2,0.00,0.043,1.000,1.597
duo-tank-heal,full-build,20,2,boss,180,200,1.000,0.000,0.000,0.941,16.1,0.00,0.059,1.000,1.588
duo-tank-heal,full-build,20,2,boss,300,200,1.000,0.000,0.000,0.940,16.0,0.00,0.060,1.000,1.588
duo-tank-heal,full-build,20,3,solo,180,200,1.000,0.000,0.000,0.976,3.1,0.00,0.024,1.000,1.607
duo-tank-heal,full-build,20,3,solo,300,200,1.000,0.000,0.000,0.976,2.9,0.00,0.024,1.000,1.607
duo-tank-heal,full-build,20,3,pack,180,200,1.000,0.000,0.000,0.903,17.3,0.00,0.097,1.000,1.568
duo-tank-heal,full-build,20,3,pack,300,200,1.000,0.000,0.000,0.906,18.3,0.00,0.094,1.000,1.569
duo-tank-heal,full-build,20,3,boss,180,200,1.000,0.000,0.000,0.920,34.2,0.00,0.080,1.000,1.577
duo-tank-heal,full-build,20,3,boss,300,200,1.000,0.000,0.000,0.936,34.4,0.00,0.064,1.000,1.585
duo-tank-heal,full-build,20,4,solo,180,200,1.000,0.000,0.000,0.934,7.1,0.00,0.066,1.000,1.584
duo-tank-heal,full-build,20,4,solo,300,200,1.000,0.000,0.000,0.938,6.9,0.00,0.062,1.000,1.587
duo-tank-heal,full-build,20,4,pack,180,200,1.000,0.000,0.000,0.986,71.0,0.00,0.014,1.000,1.612
duo-tank-heal,full-build,20,4,pack,300,200,1.000,0.000,0.000,0.986,71.3,0.00,0.014,1.000,1.612
duo-tank-heal,full-build,20,4,boss,180,200,1.000,0.000,0.000,0.972,138.2,0.00,0.028,1.000,1.605
duo-tank-heal,full-build,20,4,boss,300,200,1.000,0.000,0.000,0.958,139.3,0.00,0.042,1.000,1.597
duo-tank-heal,full-build,20,5,solo,180,200,1.000,0.000,0.000,0.988,26.7,0.00,0.012,1.000,1.613
duo-tank-heal,full-build,20,5,solo,300,200,1.000,0.000,0.000,0.992,27.4,0.00,0.008,1.000,1.616
duo-tank-heal,full-build,20,5,pack,180,200,0.850,0.150,0.000,0.974,162.7,0.00,0.036,1.000,1.365
duo-tank-heal,full-build,20,5,pack,300,200,1.000,0.000,0.000,0.974,165.4,0.00,0.026,1.000,1.606
duo-tank-heal,full-build,20,5,boss,180,200,0.000,0.200,0.800,—,—,1.64,0.876,1.000,0.000
duo-tank-heal,full-build,20,5,boss,300,200,0.035,0.125,0.840,0.952,287.1,1.69,0.875,1.000,0.056
duo-tank-heal,full-build,20,6,solo,180,200,1.000,0.000,0.000,0.985,107.1,0.00,0.015,1.000,1.612
duo-tank-heal,full-build,20,6,solo,300,200,1.000,0.000,0.000,0.984,108.3,0.00,0.016,1.000,1.612
duo-tank-heal,full-build,20,6,pack,180,200,0.000,0.000,1.000,—,—,2.00,1.000,0.826,0.000
duo-tank-heal,full-build,20,6,pack,300,200,0.000,0.000,1.000,—,—,2.00,1.000,0.828,0.000
duo-tank-heal,full-build,20,6,boss,180,200,0.000,0.000,1.000,—,—,2.00,1.000,0.830,0.000
duo-tank-heal,full-build,20,6,boss,300,200,0.000,0.000,1.000,—,—,2.00,1.000,0.837,0.000
duo-tank-heal,full-build,20,7,solo,180,200,0.000,0.955,0.045,—,—,0.10,0.364,0.999,0.000
duo-tank-heal,full-build,20,7,solo,300,200,0.430,0.475,0.095,0.943,278.3,0.19,0.237,0.999,0.683
duo-tank-heal,full-build,20,7,pack,180,200,0.000,0.000,1.000,—,—,2.00,1.000,0.695,0.000
duo-tank-heal,full-build,20,7,pack,300,200,0.000,0.000,1.000,—,—,2.00,1.000,0.685,0.000
duo-tank-heal,full-build,20,7,boss,180,200,0.000,0.000,1.000,—,—,2.00,1.000,0.696,0.000
duo-tank-heal,full-build,20,7,boss,300,200,0.000,0.000,1.000,—,—,2.00,1.000,0.685,0.000
duo-tank-heal,full-build,20,8,solo,180,200,0.000,0.000,1.000,—,—,2.00,1.000,0.743,0.000
duo-tank-heal,full-build,20,8,solo,300,200,0.000,0.000,1.000,—,—,2.00,1.000,0.760,0.000
duo-tank-heal,full-build,20,8,pack,180,200,0.000,0.000,1.000,—,—,2.00,1.000,0.722,0.000
duo-tank-heal,full-build,20,8,pack,300,200,0.000,0.000,1.000,—,—,2.00,1.000,0.723,0.000
duo-tank-heal,full-build,20,8,boss,180,200,0.000,0.000,1.000,—,—,2.00,1.000,0.725,0.000
duo-tank-heal,full-build,20,8,boss,300,200,0.000,0.000,1.000,—,—,2.00,1.000,0.728,0.000
duo-tank-heal,full-build,35,1,solo,180,200,1.000,0.000,0.000,1.000,0.0,0.00,0.000,—,1.710
duo-tank-heal,full-build,35,1,solo,300,200,1.000,0.000,0.000,1.000,0.0,0.00,0.000,—,1.710
duo-tank-heal,full-build,35,1,pack,180,200,1.000,0.000,0.000,0.995,3.9,0.00,0.005,1.000,1.707
duo-tank-heal,full-build,35,1,pack,300,200,1.000,0.000,0.000,0.996,3.9,0.00,0.004,1.000,1.707
duo-tank-heal,full-build,35,1,boss,180,200,1.000,0.000,0.000,0.996,6.8,0.00,0.004,1.000,1.708
duo-tank-heal,full-build,35,1,boss,300,200,1.000,0.000,0.000,0.996,6.9,0.00,0.004,1.000,1.708
duo-tank-heal,full-build,35,2,solo,180,200,1.000,0.000,0.000,1.000,0.0,0.00,0.000,—,1.710
duo-tank-heal,full-build,35,2,solo,300,200,1.000,0.000,0.000,1.000,0.0,0.00,0.000,—,1.710
duo-tank-heal,full-build,35,2,pack,180,200,1.000,0.000,0.000,0.992,3.9,0.00,0.008,1.000,1.705
duo-tank-heal,full-build,35,2,pack,300,200,1.000,0.000,0.000,0.992,3.9,0.00,0.008,1.000,1.705
duo-tank-heal,full-build,35,2,boss,180,200,1.000,0.000,0.000,0.982,11.7,0.00,0.018,1.000,1.700
duo-tank-heal,full-build,35,2,boss,300,200,1.000,0.000,0.000,0.983,11.8,0.00,0.017,1.000,1.700
duo-tank-heal,full-build,35,3,solo,180,200,1.000,0.000,0.000,1.000,0.0,0.00,0.000,—,1.710
duo-tank-heal,full-build,35,3,solo,300,200,1.000,0.000,0.000,1.000,0.0,0.00,0.000,—,1.710
duo-tank-heal,full-build,35,3,pack,180,200,1.000,0.000,0.000,0.961,11.7,0.00,0.039,1.000,1.688
duo-tank-heal,full-build,35,3,pack,300,200,1.000,0.000,0.000,0.962,11.7,0.00,0.038,1.000,1.688
duo-tank-heal,full-build,35,3,boss,180,200,1.000,0.000,0.000,0.947,18.0,0.00,0.053,1.000,1.680
duo-tank-heal,full-build,35,3,boss,300,200,1.000,0.000,0.000,0.946,18.1,0.00,0.054,1.000,1.679
duo-tank-heal,full-build,35,4,solo,180,200,1.000,0.000,0.000,0.972,3.9,0.00,0.028,1.000,1.694
duo-tank-heal,full-build,35,4,solo,300,200,1.000,0.000,0.000,0.974,3.9,0.00,0.026,1.000,1.695
duo-tank-heal,full-build,35,4,pack,180,200,1.000,0.000,0.000,0.875,19.2,0.00,0.125,1.000,1.639
duo-tank-heal,full-build,35,4,pack,300,200,1.000,0.000,0.000,0.872,19.0,0.00,0.128,1.000,1.637
duo-tank-heal,full-build,35,4,boss,180,200,1.000,0.000,0.000,0.989,73.1,0.00,0.011,1.000,1.704
duo-tank-heal,full-build,35,4,boss,300,200,1.000,0.000,0.000,0.990,72.2,0.00,0.010,1.000,1.704
duo-tank-heal,full-build,35,5,solo,180,200,1.000,0.000,0.000,0.928,8.7,0.00,0.072,1.000,1.669
duo-tank-heal,full-build,35,5,solo,300,200,1.000,0.000,0.000,0.928,8.9,0.00,0.072,1.000,1.669
duo-tank-heal,full-build,35,5,pack,180,200,1.000,0.000,0.000,0.990,93.3,0.00,0.010,1.000,1.704
duo-tank-heal,full-build,35,5,pack,300,200,1.000,0.000,0.000,0.992,93.7,0.00,0.008,1.000,1.705
duo-tank-heal,full-build,35,5,boss,180,200,0.560,0.440,0.000,0.967,158.9,0.00,0.122,1.000,0.947
duo-tank-heal,full-build,35,5,boss,300,200,1.000,0.000,0.000,0.984,179.3,0.00,0.016,1.000,1.701
duo-tank-heal,full-build,35,6,solo,180,200,1.000,0.000,0.000,0.991,39.4,0.00,0.009,1.000,1.705
duo-tank-heal,full-build,35,6,solo,300,200,1.000,0.000,0.000,0.994,39.9,0.00,0.006,1.000,1.707
duo-tank-heal,full-build,35,6,pack,180,200,0.015,0.985,0.000,0.922,178.0,0.00,0.083,1.000,0.025
duo-tank-heal,full-build,35,6,pack,300,200,1.000,0.000,0.000,0.977,236.3,0.00,0.023,1.000,1.697
duo-tank-heal,full-build,35,6,boss,180,200,0.000,0.015,0.985,—,—,1.98,0.995,1.000,0.000
duo-tank-heal,full-build,35,6,boss,300,200,0.000,0.000,1.000,—,—,2.00,1.000,1.000,0.000
duo-tank-heal,full-build,35,7,solo,180,200,0.735,0.265,0.000,0.966,153.0,0.00,0.065,1.000,1.243
duo-tank-heal,full-build,35,7,solo,300,200,1.000,0.000,0.000,0.975,163.4,0.00,0.025,1.000,1.696
duo-tank-heal,full-build,35,7,pack,180,200,0.000,0.050,0.950,—,—,1.91,0.973,0.958,0.000
duo-tank-heal,full-build,35,7,pack,300,200,0.000,0.020,0.980,—,—,1.96,0.983,0.957,0.000
duo-tank-heal,full-build,35,7,boss,180,200,0.000,0.000,1.000,—,—,2.00,1.000,0.959,0.000
duo-tank-heal,full-build,35,7,boss,300,200,0.000,0.000,1.000,—,—,2.00,1.000,0.952,0.000
duo-tank-heal,full-build,35,8,solo,180,200,0.000,0.545,0.455,—,—,0.91,0.605,0.987,0.000
duo-tank-heal,full-build,35,8,solo,300,200,0.000,0.555,0.445,—,—,0.89,0.534,0.992,0.000
duo-tank-heal,full-build,35,8,pack,180,200,0.000,0.000,1.000,—,—,2.00,1.000,0.828,0.000
duo-tank-heal,full-build,35,8,pack,300,200,0.000,0.000,1.000,—,—,2.00,1.000,0.825,0.000
duo-tank-heal,full-build,35,8,boss,180,200,0.000,0.000,1.000,—,—,2.00,1.000,0.773,0.000
duo-tank-heal,full-build,35,8,boss,300,200,0.000,0.000,1.000,—,—,2.00,1.000,0.784,0.000
duo-tank-heal,full-build,50,1,solo,180,200,1.000,0.000,0.000,1.000,0.0,0.00,0.000,—,1.800
duo-tank-heal,full-build,50,1,solo,300,200,1.000,0.000,0.000,1.000,0.0,0.00,0.000,—,1.800
duo-tank-heal,full-build,50,1,pack,180,200,1.000,0.000,0.000,0.998,3.9,0.00,0.002,1.000,1.799
duo-tank-heal,full-build,50,1,pack,300,200,1.000,0.000,0.000,0.998,3.9,0.00,0.002,1.000,1.799
duo-tank-heal,full-build,50,1,boss,180,200,1.000,0.000,0.000,1.000,6.0,0.00,0.000,1.000,1.800
duo-tank-heal,full-build,50,1,boss,300,200,1.000,0.000,0.000,1.000,6.0,0.00,0.000,1.000,1.800
duo-tank-heal,full-build,50,2,solo,180,200,1.000,0.000,0.000,1.000,0.0,0.00,0.000,—,1.800
duo-tank-heal,full-build,50,2,solo,300,200,1.000,0.000,0.000,1.000,0.0,0.00,0.000,—,1.800
duo-tank-heal,full-build,50,2,pack,180,200,1.000,0.000,0.000,0.996,3.9,0.00,0.004,1.000,1.797
duo-tank-heal,full-build,50,2,pack,300,200,1.000,0.000,0.000,0.996,3.9,0.00,0.004,1.000,1.797
duo-tank-heal,full-build,50,2,boss,180,200,1.000,0.000,0.000,0.994,7.9,0.00,0.006,1.000,1.797
duo-tank-heal,full-build,50,2,boss,300,200,1.000,0.000,0.000,0.994,8.1,0.00,0.006,1.000,1.797
duo-tank-heal,full-build,50,3,solo,180,200,1.000,0.000,0.000,1.000,0.0,0.00,0.000,—,1.800
duo-tank-heal,full-build,50,3,solo,300,200,1.000,0.000,0.000,1.000,0.0,0.00,0.000,—,1.800
duo-tank-heal,full-build,50,3,pack,180,200,1.000,0.000,0.000,0.988,6.7,0.00,0.012,1.000,1.793
duo-tank-heal,full-build,50,3,pack,300,200,1.000,0.000,0.000,0.988,6.8,0.00,0.012,1.000,1.793
duo-tank-heal,full-build,50,3,boss,180,200,1.000,0.000,0.000,0.981,13.2,0.00,0.019,1.000,1.788
duo-tank-heal,full-build,50,3,boss,300,200,1.000,0.000,0.000,0.981,13.3,0.00,0.019,1.000,1.789
duo-tank-heal,full-build,50,4,solo,180,200,1.000,0.000,0.000,0.997,0.9,0.00,0.003,1.000,1.798
duo-tank-heal,full-build,50,4,solo,300,200,1.000,0.000,0.000,0.997,0.8,0.00,0.003,1.000,1.798
duo-tank-heal,full-build,50,4,pack,180,200,1.000,0.000,0.000,0.960,12.3,0.00,0.040,1.000,1.776
duo-tank-heal,full-build,50,4,pack,300,200,1.000,0.000,0.000,0.959,12.5,0.00,0.041,1.000,1.776
duo-tank-heal,full-build,50,4,boss,180,200,1.000,0.000,0.000,0.890,34.5,0.00,0.110,1.000,1.734
duo-tank-heal,full-build,50,4,boss,300,200,1.000,0.000,0.000,0.893,34.7,0.00,0.107,1.000,1.736
duo-tank-heal,full-build,50,5,solo,180,200,1.000,0.000,0.000,0.977,5.9,0.00,0.023,1.000,1.786
duo-tank-heal,full-build,50,5,solo,300,200,1.000,0.000,0.000,0.977,5.9,0.00,0.023,1.000,1.786
duo-tank-heal,full-build,50,5,pack,180,200,1.000,0.000,0.000,0.952,36.4,0.00,0.048,1.000,1.771
duo-tank-heal,full-build,50,5,pack,300,200,1.000,0.000,0.000,0.956,36.7,0.00,0.044,1.000,1.773
duo-tank-heal,full-build,50,5,boss,180,200,1.000,0.000,0.000,0.988,101.5,0.00,0.012,1.000,1.793
duo-tank-heal,full-build,50,5,boss,300,200,1.000,0.000,0.000,0.992,102.7,0.00,0.008,1.000,1.795
duo-tank-heal,full-build,50,6,solo,180,200,1.000,0.000,0.000,0.902,13.3,0.00,0.098,1.000,1.741
duo-tank-heal,full-build,50,6,solo,300,200,1.000,0.000,0.000,0.900,13.3,0.00,0.100,1.000,1.740
duo-tank-heal,full-build,50,6,pack,180,200,0.960,0.040,0.000,0.979,155.6,0.00,0.023,1.000,1.716
duo-tank-heal,full-build,50,6,pack,300,200,1.000,0.000,0.000,0.983,159.6,0.00,0.017,1.000,1.790
duo-tank-heal,full-build,50,6,boss,180,200,0.000,0.490,0.510,—,—,1.02,0.638,1.000,0.000
duo-tank-heal,full-build,50,6,boss,300,200,0.185,0.385,0.430,0.969,274.3,0.86,0.530,1.000,0.330
duo-tank-heal,full-build,50,7,solo,180,200,1.000,0.000,0.000,0.975,85.3,0.00,0.025,1.000,1.785
duo-tank-heal,full-build,50,7,solo,300,200,1.000,0.000,0.000,0.977,86.2,0.00,0.023,1.000,1.786
duo-tank-heal,full-build,50,7,pack,180,200,0.000,1.000,0.000,—,—,0.00,0.157,1.000,0.000
duo-tank-heal,full-build,50,7,pack,300,200,0.000,1.000,0.000,—,—,0.00,0.052,1.000,0.000
duo-tank-heal,full-build,50,7,boss,180,200,0.000,0.000,1.000,—,—,2.00,1.000,1.000,0.000
duo-tank-heal,full-build,50,7,boss,300,200,0.000,0.000,1.000,—,—,2.00,1.000,1.000,0.000
duo-tank-heal,full-build,50,8,solo,180,200,0.010,0.990,0.000,0.973,172.1,0.00,0.146,0.992,0.018
duo-tank-heal,full-build,50,8,solo,300,200,0.215,0.785,0.000,0.975,261.6,0.00,0.065,0.994,0.384
duo-tank-heal,full-build,50,8,pack,180,200,0.000,0.220,0.780,—,—,1.59,0.878,0.977,0.000
duo-tank-heal,full-build,50,8,pack,300,200,0.000,0.115,0.885,—,—,1.77,0.923,0.977,0.000
duo-tank-heal,full-build,50,8,boss,180,200,0.000,0.000,1.000,—,—,2.00,1.000,0.969,0.000
duo-tank-heal,full-build,50,8,boss,300,200,0.000,0.000,1.000,—,—,2.00,1.000,0.968,0.000
solo-tank,naked,1,1,solo,180,200,1.000,0.000,0.000,0.437,28.5,0.00,0.563,1.000,1.223
solo-tank,naked,1,1,solo,300,200,1.000,0.000,0.000,0.447,28.4,0.00,0.553,1.000,1.228
solo-tank,naked,1,1,pack,180,200,0.000,0.000,1.000,—,—,1.00,1.000,1.000,0.000
solo-tank,naked,1,1,pack,300,200,0.000,0.000,1.000,—,—,1.00,1.000,1.000,0.000
solo-tank,naked,1,1,boss,180,200,0.000,0.000,1.000,—,—,1.00,1.000,1.000,0.000
solo-tank,naked,1,1,boss,300,200,0.000,0.000,1.000,—,—,1.00,1.000,1.000,0.000
solo-tank,naked,1,2,solo,180,200,0.000,0.000,1.000,—,—,1.00,1.000,1.000,0.000
solo-tank,naked,1,2,solo,300,200,0.000,0.000,1.000,—,—,1.00,1.000,1.000,0.000
solo-tank,naked,1,2,pack,180,200,0.000,0.000,1.000,—,—,1.00,1.000,1.000,0.000
solo-tank,naked,1,2,pack,300,200,0.000,0.000,1.000,—,—,1.00,1.000,1.000,0.000
solo-tank,naked,1,2,boss,180,200,0.000,0.000,1.000,—,—,1.00,1.000,1.000,0.000
solo-tank,naked,1,2,boss,300,200,0.000,0.000,1.000,—,—,1.00,1.000,1.000,0.000
solo-tank,naked,1,3,solo,180,200,0.000,0.000,1.000,—,—,1.00,1.000,1.000,0.000
solo-tank,naked,1,3,solo,300,200,0.000,0.000,1.000,—,—,1.00,1.000,1.000,0.000
solo-tank,naked,1,3,pack,180,200,0.000,0.000,1.000,—,—,1.00,1.000,1.000,0.000
solo-tank,naked,1,3,pack,300,200,0.000,0.000,1.000,—,—,1.00,1.000,1.000,0.000
solo-tank,naked,1,3,boss,180,200,0.000,0.000,1.000,—,—,1.00,1.000,1.000,0.000
solo-tank,naked,1,3,boss,300,200,0.000,0.000,1.000,—,—,1.00,1.000,1.000,0.000
solo-tank,naked,1,4,solo,180,200,0.000,0.000,1.000,—,—,1.00,1.000,1.000,0.000
solo-tank,naked,1,4,solo,300,200,0.000,0.000,1.000,—,—,1.00,1.000,1.000,0.000
solo-tank,naked,1,4,pack,180,200,0.000,0.000,1.000,—,—,1.00,1.000,1.000,0.000
solo-tank,naked,1,4,pack,300,200,0.000,0.000,1.000,—,—,1.00,1.000,1.000,0.000
solo-tank,naked,1,4,boss,180,200,0.000,0.000,1.000,—,—,1.00,1.000,1.000,0.000
solo-tank,naked,1,4,boss,300,200,0.000,0.000,1.000,—,—,1.00,1.000,1.000,0.000
solo-tank,naked,1,5,solo,180,200,0.000,0.000,1.000,—,—,1.00,1.000,1.000,0.000
solo-tank,naked,1,5,solo,300,200,0.000,0.000,1.000,—,—,1.00,1.000,1.000,0.000
solo-tank,naked,1,5,pack,180,200,0.000,0.000,1.000,—,—,1.00,1.000,1.000,0.000
solo-tank,naked,1,5,pack,300,200,0.000,0.000,1.000,—,—,1.00,1.000,1.000,0.000
solo-tank,naked,1,5,boss,180,200,0.000,0.000,1.000,—,—,1.00,1.000,1.000,0.000
solo-tank,naked,1,5,boss,300,200,0.000,0.000,1.000,—,—,1.00,1.000,1.000,0.000
solo-tank,naked,1,6,solo,180,200,0.000,0.000,1.000,—,—,1.00,1.000,1.000,0.000
solo-tank,naked,1,6,solo,300,200,0.000,0.000,1.000,—,—,1.00,1.000,1.000,0.000
solo-tank,naked,1,6,pack,180,200,0.000,0.000,1.000,—,—,1.00,1.000,1.000,0.000
solo-tank,naked,1,6,pack,300,200,0.000,0.000,1.000,—,—,1.00,1.000,1.000,0.000
solo-tank,naked,1,6,boss,180,200,0.000,0.000,1.000,—,—,1.00,1.000,1.000,0.000
solo-tank,naked,1,6,boss,300,200,0.000,0.000,1.000,—,—,1.00,1.000,1.000,0.000
solo-tank,naked,1,7,solo,180,200,0.000,0.000,1.000,—,—,1.00,1.000,1.000,0.000
solo-tank,naked,1,7,solo,300,200,0.000,0.000,1.000,—,—,1.00,1.000,1.000,0.000
solo-tank,naked,1,7,pack,180,200,0.000,0.000,1.000,—,—,1.00,1.000,1.000,0.000
solo-tank,naked,1,7,pack,300,200,0.000,0.000,1.000,—,—,1.00,1.000,1.000,0.000
solo-tank,naked,1,7,boss,180,200,0.000,0.000,1.000,—,—,1.00,1.000,1.000,0.000
solo-tank,naked,1,7,boss,300,200,0.000,0.000,1.000,—,—,1.00,1.000,1.000,0.000
solo-tank,naked,1,8,solo,180,200,0.000,0.000,1.000,—,—,1.00,1.000,1.000,0.000
solo-tank,naked,1,8,solo,300,200,0.000,0.000,1.000,—,—,1.00,1.000,1.000,0.000
solo-tank,naked,1,8,pack,180,200,0.000,0.000,1.000,—,—,1.00,1.000,1.000,0.000
solo-tank,naked,1,8,pack,300,200,0.000,0.000,1.000,—,—,1.00,1.000,1.000,0.000
solo-tank,naked,1,8,boss,180,200,0.000,0.000,1.000,—,—,1.00,1.000,1.000,0.000
solo-tank,naked,1,8,boss,300,200,0.000,0.000,1.000,—,—,1.00,1.000,1.000,0.000
solo-tank,naked,5,1,solo,180,200,1.000,0.000,0.000,0.824,15.5,0.00,0.176,1.000,1.440
solo-tank,naked,5,1,solo,300,200,1.000,0.000,0.000,0.821,16.0,0.00,0.179,1.000,1.439
solo-tank,naked,5,1,pack,180,200,0.000,0.000,1.000,—,—,1.00,1.000,1.000,0.000
solo-tank,naked,5,1,pack,300,200,0.000,0.000,1.000,—,—,1.00,1.000,1.000,0.000
solo-tank,naked,5,1,boss,180,200,0.000,0.000,1.000,—,—,1.00,1.000,1.000,0.000
solo-tank,naked,5,1,boss,300,200,0.000,0.000,1.000,—,—,1.00,1.000,1.000,0.000
solo-tank,naked,5,2,solo,180,200,0.685,0.000,0.315,0.186,31.1,0.32,0.873,1.000,0.764
solo-tank,naked,5,2,solo,300,200,0.725,0.000,0.275,0.190,31.7,0.28,0.863,1.000,0.810
solo-tank,naked,5,2,pack,180,200,0.000,0.000,1.000,—,—,1.00,1.000,1.000,0.000
solo-tank,naked,5,2,pack,300,200,0.000,0.000,1.000,—,—,1.00,1.000,1.000,0.000
solo-tank,naked,5,2,boss,180,200,0.000,0.000,1.000,—,—,1.00,1.000,1.000,0.000
solo-tank,naked,5,2,boss,300,200,0.000,0.000,1.000,—,—,1.00,1.000,1.000,0.000
solo-tank,naked,5,3,solo,180,200,0.000,0.000,1.000,—,—,1.00,1.000,1.000,0.000
solo-tank,naked,5,3,solo,300,200,0.000,0.000,1.000,—,—,1.00,1.000,1.000,0.000
solo-tank,naked,5,3,pack,180,200,0.000,0.000,1.000,—,—,1.00,1.000,1.000,0.000
solo-tank,naked,5,3,pack,300,200,0.000,0.000,1.000,—,—,1.00,1.000,1.000,0.000
solo-tank,naked,5,3,boss,180,200,0.000,0.000,1.000,—,—,1.00,1.000,1.000,0.000
solo-tank,naked,5,3,boss,300,200,0.000,0.000,1.000,—,—,1.00,1.000,1.000,0.000
solo-tank,naked,5,4,solo,180,200,0.000,0.000,1.000,—,—,1.00,1.000,1.000,0.000
solo-tank,naked,5,4,solo,300,200,0.000,0.000,1.000,—,—,1.00,1.000,1.000,0.000
solo-tank,naked,5,4,pack,180,200,0.000,0.000,1.000,—,—,1.00,1.000,1.000,0.000
solo-tank,naked,5,4,pack,300,200,0.000,0.000,1.000,—,—,1.00,1.000,1.000,0.000
solo-tank,naked,5,4,boss,180,200,0.000,0.000,1.000,—,—,1.00,1.000,1.000,0.000
solo-tank,naked,5,4,boss,300,200,0.000,0.000,1.000,—,—,1.00,1.000,1.000,0.000
solo-tank,naked,5,5,solo,180,200,0.000,0.000,1.000,—,—,1.00,1.000,1.000,0.000
